name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people,row_number
Burger King,true,false,3.8,62,091 9591073927,Sarjapur Road,Quick Bites,Burgers,"Burger, Fast Food",500,153
Pepperwood,true,false,3.8,132,+91 8296818181,Sarjapur Road,Quick Bites,"Rolls, Chicken Biryani","Biryani, Rolls",300,154
Biryani Miya,true,false,3.8,44,080 49652610,Sarjapur Road,Delivery,"Chicken Biryani, Raita, Egg Chilli","Biryani, North Indian",600,155
Potful,true,false,3.8,832,080 49653499,Sarjapur Road,Delivery,"Paneer Biryani, Pot Biryani, Calcutta Biryani, Raita, Paneer Tikka, Vegetable Biryani, Hyderabadi Biryani","Biryani, Kebab, Rolls, Mughlai",650,156
Sri Vishnu Grand,true,false,3.8,135,+91 9739839156,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,157
Kadala Teera,true,false,3.8,46,080 49653097,Sarjapur Road,Casual Dining,"Sea Food, Chicken Kebab, Crab Sukha, Veg Fried Rice","Seafood, South Indian",600,158
Dosa Time,true,false,3.8,106,+91 9538111999,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa",South Indian,200,159
Sri Vishnu Grand,true,false,3.8,135,+91 9739839156,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,160
Just Shawarma,true,false,3.8,170,+91 7676764422,Sarjapur Road,Quick Bites,"Rolls, Whole Meat Shawarma, Chicken Shawarama, Malgoum Shawarma",Arabian,300,161
Dosa Time,true,false,3.8,109,+91 9538111999,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa, Cheese Masala Dosa",South Indian,200,162
Potful,true,false,3.8,834,080 49653499,Sarjapur Road,Delivery,"Paneer Biryani, Pot Biryani, Calcutta Biryani, Raita, Paneer Tikka, Vegetable Biryani, Hyderabadi Biryani","Biryani, Kebab, Rolls, Mughlai",650,163
Ice N Fries Cafe,true,false,3.8,44,+91 9535095481,Sarjapur Road,Quick Bites,Burgers,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200,164
Sri Vishnu Grand,true,false,3.8,135,+91 9739839156,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,165
Kadala Teera,true,false,3.8,46,080 49653097,Sarjapur Road,Casual Dining,"Sea Food, Chicken Kebab, Crab Sukha, Veg Fried Rice","Seafood, South Indian",600,166
Sri Vishnu Grand,true,false,3.8,137,+91 9739839156,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,167
Sweet Truth,true,false,3.8,36,+91 7710055553,Sarjapur Road,Delivery,"Cheesecake, Chocolava, Chocolate Pastry, Chocolate Cake, Chocolate Decadence","Bakery, Desserts",500,168
Ice N Fries Cafe,true,false,3.8,45,+91 9535095481,Sarjapur Road,Quick Bites,Burgers,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200,169
Kadala Teera,true,false,3.8,51,+91 9739807237,Sarjapur Road,Casual Dining,"Sea Food, Chicken Kebab, Crab Sukha, Veg Fried Rice","Seafood, Mangalorean",600,170
Le Charcoal Xpress,true,false,3.8,70,+91 7829653371,Sarjapur Road,Quick Bites,"Shawarma, Pita Bread, Al Faham Chicken, Barbeque Chicken","Arabian, Lebanese, Chinese, Rolls, North Indian",500,171
Dosa Time,true,false,3.8,111,+91 9538111999,Sarjapur Road,Takeaway,"Pizza Dosa, Pav Bhaji Dosa, Cheese Masala Dosa",South Indian,200,172
Bonfooder,true,false,3.8,36,+91 8884532555,Sarjapur Road,Delivery,"Dahi Bhalle, Thali",North Indian,400,173
Sweet Truth,true,false,3.8,36,+91 7710055553,Sarjapur Road,Delivery,"Cheesecake, Chocolava, Chocolate Pastry, Chocolate Cake, Chocolate Decadence","Bakery, Desserts",500,174
Kadala Teera,true,false,3.8,51,+91 9739807237,Sarjapur Road,Casual Dining,"Sea Food, Chicken Kebab, Crab Sukha, Veg Fried Rice","Seafood, Mangalorean",600,175
Sri Vishnu Grand,true,false,3.8,137,+91 9739839156,Sarjapur Road,Casual Dining,Prompt Service,"South Indian, North Indian, Chinese",400,176
Le Charcoal Xpress,true,false,3.8,70,+91 7829653371,Sarjapur Road,Quick Bites,"Shawarma, Pita Bread, Al Faham Chicken, Barbeque Chicken","Arabian, Lebanese, Chinese, Rolls, North Indian",500,177
Just Shawarma,true,false,3.8,175,+91 7676764422,Sarjapur Road,Quick Bites,"Rolls, Whole Meat Shawarma, Chicken Shawarama, Malgoum Shawarma",Arabian,300,178
Ice N Fries Cafe,true,false,3.7,39,+91 9535095481,Sarjapur Road,Quick Bites,Burgers,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",200,179
Biryani Miya,true,false,3.7,46,080 49652610,Sarjapur Road,Delivery,"Chicken Biryani, Raita, Egg Chilli","Biryani, North Indian",600,180
Pepperwood,true,false,3.7,136,080 49652650,Sarjapur Road,Quick Bites,"Rolls, Chicken Biryani","Biryani, Rolls",300,181
Biryani Miya,true,false,3.7,53,080 49652610,Sarjapur Road,Delivery,"Chicken Biryani, Raita, Egg Chilli","Biryani, North Indian",600,182
Pepperwood,true,false,3.7,136,080 49652650,Sarjapur Road,Quick Bites,"Rolls, Chicken Biryani","Biryani, Rolls",300,183
Sintales,true,false,3.6,44,+91 9663390333,Sarjapur Road,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,184
Mughal Treat,true,false,3.6,109,080 49652673,Sarjapur Road,Casual Dining,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala","Mughlai, North Indian, Chinese",700,185
Sintales,true,false,3.6,44,+91 9663390333,Sarjapur Road,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,186
Sintales,true,false,3.6,44,+91 9663390333,Sarjapur Road,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,187
Sintales,true,false,3.6,44,+91 9663390333,Sarjapur Road,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,188
Sasu Maa Ki Rasoi,true,false,3.6,97,+91 7760460483,Sarjapur Road,Quick Bites,"Dal Fry, Chilli Paneer, Aloo Paratha, Dal Tadka","North Indian, Chinese",300,189
Just Yum,true,false,3.6,78,080 49653236,Sarjapur Road,Quick Bites,"Manchow Soup, Tandoori Chicken, Paratha","North Indian, Chinese",500,190
Mughal Treat,true,false,3.6,116,080 49652673,Sarjapur Road,Casual Dining,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala","Mughlai, North Indian, Chinese",700,191
Mughal Treat,true,false,3.6,116,080 49652673,Sarjapur Road,Casual Dining,"Charcoal Chicken, Shawarma Roll, Chicken Curry, Chicken Biryani, Roti, Garlic Naan, Paneer Tikka Masala","Mughlai, North Indian, Chinese",700,192
Sintales,true,false,3.6,44,+91 9663390333,Sarjapur Road,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,193
Just Yum,true,false,3.6,78,080 49653236,Sarjapur Road,Quick Bites,"Manchow Soup, Tandoori Chicken, Paratha","North Indian, Chinese",500,194
Sasu Maa Ki Rasoi,true,false,3.6,97,+91 7760460483,Sarjapur Road,Quick Bites,"Dal Fry, Chilli Paneer, Aloo Paratha, Dal Tadka","North Indian, Chinese",300,195
Paratha Plaza,false,false,3.5,68,080 41122058,Sarjapur Road,Quick Bites,"Sattu Paratha, Lassi, Dal Makhani, Roti",North Indian,250,196
Le Charcoal Xpress,true,false,3.5,53,+91 7829653371,Sarjapur Road,Quick Bites,"Shawarma, Pita Bread","Arabian, Lebanese, Chinese, Rolls",500,197
Paratha Plaza,false,false,3.5,68,080 41122058,Sarjapur Road,Quick Bites,"Sattu Paratha, Lassi, Dal Makhani, Roti",North Indian,250,198
Paratha Plaza,false,false,3.5,68,080 41122058,Sarjapur Road,Quick Bites,"Sattu Paratha, Lassi, Dal Makhani, Roti",North Indian,250,199
Paratha Plaza,false,false,3.5,68,080 41122058,Sarjapur Road,Quick Bites,"Sattu Paratha, Lassi, Dal Makhani, Roti",North Indian,250,200
Hyderabadi Biryani Hub,true,false,3.4,52,080 49652950,Sarjapur Road,Quick Bites,Biryani,"Biryani, North Indian",600,201
Dhaba Shaba,true,false,3.4,61,+91 9986885287,Sarjapur Road,Quick Bites,"Paratha, Rajma Chawal","North Indian, Fast Food",250,202
Hyderabadi Biryani Hub,true,false,3.4,52,080 49652950,Sarjapur Road,Quick Bites,Biryani,"Biryani, North Indian",600,203
Dhaba Shaba,true,false,3.4,61,+91 9986885287,Sarjapur Road,Quick Bites,"Paratha, Rajma Chawal","North Indian, Fast Food",250,204
KFC,true,false,3.2,380,080 33994444,Sarjapur Road,Quick Bites,"Rice Bowl, Burgers, French Fries, Popcorn Chicken","Burger, Fast Food",450,205
Dhaba Shaba,true,false,3.2,61,+91 9341690358,Sarjapur Road,Quick Bites,"Paratha, Rajma Chawal","North Indian, Fast Food",250,206
Dhaba Shaba,true,false,3.2,61,+91 9341690358,Sarjapur Road,Quick Bites,"Paratha, Rajma Chawal","North Indian, Fast Food",250,207
KFC,true,false,3.2,393,080 33994444,Sarjapur Road,Quick Bites,"Rice Bowl, Burgers, Crispy Chicken, Chicken Wings, French Fries, Popcorn Chicken","Burger, Fast Food",450,208
Taza Tawa,false,false,3.2,41,+91 9141224411,Sarjapur Road,Casual Dining,Chicken Tikka Roll,"North Indian, Chinese, Kebab, Beverages",550,209
Taza Tawa,false,false,3.2,41,+91 9141224411,Sarjapur Road,Casual Dining,Chicken Tikka Roll,"North Indian, Chinese, Kebab, Beverages",550,210
KFC,true,false,3.2,393,080 33994444,Sarjapur Road,Quick Bites,"Rice Bowl, Burgers, Crispy Chicken, Chicken Wings, French Fries, Popcorn Chicken","Burger, Fast Food",450,211
Pizza Hut,true,false,3.1,150,080 39883988,Sarjapur Road,Quick Bites,"Mocktails, Chicken Wings","Pizza, Fast Food",750,212
Happy House Restaurant,false,false,3.1,41,+91 8296828282,Sarjapur Road,Casual Dining,"Appam, Fish","Kerala, North Indian, Italian, Thai",600,213
Happy House Restaurant,false,false,3.1,41,+91 8296828282,Sarjapur Road,Casual Dining,"Appam, Fish","Kerala, North Indian, Italian, Thai",600,214
Pizza Hut,true,false,3.1,150,080 39883988,Sarjapur Road,Quick Bites,"Mocktails, Chicken Wings","Pizza, Fast Food",750,215
Kabab Magic,true,false,3.0,321,080 41650241,Sarjapur Road,Quick Bites,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Fast Food",500,216
Kabab Magic,true,false,3.0,321,080 41650241,Sarjapur Road,Quick Bites,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Fast Food",500,217
Savoury Restaurant,true,false,2.9,827,080 49994999,Sarjapur Road,Casual Dining,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,218
Kabab Mandra,true,false,2.9,243,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,219
Savoury Restaurant,true,false,2.9,827,080 49994999,Sarjapur Road,Casual Dining,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,220
Kabab Mandra,true,false,2.9,243,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,221
Kabab Magic,true,false,2.9,317,080 41650241,Sarjapur Road,Quick Bites,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Chinese, Fast Food",400,222
Savoury Restaurant,true,false,2.9,827,080 49994999,Sarjapur Road,Casual Dining,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,223
Kabab Magic,true,false,2.9,317,080 41650241,Sarjapur Road,Quick Bites,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Fast Food",500,224
Kabab Mandra,true,false,2.9,243,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,225
Savoury Restaurant,true,false,2.9,833,080 49994999,Sarjapur Road,Casual Dining,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,226
Kabab Mandra,true,false,2.9,242,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,227
Savoury Restaurant,true,false,2.9,833,080 49994999,Sarjapur Road,Casual Dining,"Kerala Parotta, Jumbo Shawarma, Dragon Chicken, Rolls, Vegetarian, Chicken Shawarama, Faluda","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,228
Kabab Mandra,true,false,2.9,242,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,229
Kritunga Restaurant,false,false,2.7,344,080 65622666,Sarjapur Road,Casual Dining,"Bamboo Chicken, Paneer Biryani, Chicken Biryani, Raita, Pot Biryani, Curd Rice, Roti","Andhra, Biryani",600,230
Kritunga Restaurant,false,false,2.7,344,080 65622666,Sarjapur Road,Casual Dining,"Bamboo Chicken, Paneer Biryani, Chicken Biryani, Raita, Pot Biryani, Curd Rice, Roti","Andhra, Biryani",600,231
Zeeshan,true,false,2.6,155,+91 9663931332,Sarjapur Road,Casual Dining,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Mughlai, Biryani, Rolls",600,232
Kritunga Restaurant,false,false,2.6,330,080 65622666,Sarjapur Road,Casual Dining,"Bamboo Chicken, Paneer Biryani, Raita, Pot Biryani, Curd Rice, Roti","Andhra, Biryani",600,233
Zeeshan,true,false,2.6,155,+91 9663931332,Sarjapur Road,Casual Dining,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Mughlai, Biryani, Rolls",600,234
Zeeshan,true,false,2.6,156,+91 9663931332,Sarjapur Road,Casual Dining,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Kebab, Biryani, Rolls",700,235
Zeeshan,true,false,2.6,156,+91 9663931332,Sarjapur Road,Casual Dining,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Kebab, Biryani, Rolls",700,236
Zeeshan,true,false,2.6,156,+91 9663931332,Sarjapur Road,Casual Dining,"Mutton Biryani, Raita, Firni, Chicken Biryani, Rolls, Chicken Tikka Kebab, Naan","North Indian, Kebab, Biryani, Rolls",700,237
Madurai Idly Shop,false,false,2.2,187,+91 9148186352,Sarjapur Road,Quick Bites,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",South Indian,200,238
Madurai Idly Shop,false,false,2.1,193,+91 9148186352,Sarjapur Road,Quick Bites,"Idli, Vada, Pongal, Filter Coffee, Mini Idlis, Rava Masala Dosa, Tea",South Indian,200,239
Foodbell,true,false,0.0,0,080 49653226,Sarjapur Road,"Takeaway, Delivery","Spring Roll, Kheer, Chilli Paneer","North Indian, Chinese, Biryani",300,240
Foodbell,true,false,0.0,0,080 49653226,Sarjapur Road,"Takeaway, Delivery","Spring Roll, Kheer, Gajar Ka Halwa, Rajma, Chilli Paneer","North Indian, Chinese, Biryani",300,241
North Met South,true,true,0.0,0,080 49652708,Sarjapur Road,Casual Dining,"Mutton Soup, Roti","North Indian, South Indian",800,242
HVR Veg,true,false,4.5,96,+91 8884556600,Seshadripuram,Quick Bites,"Vada, Masala Idli, Benne Khali Dosa, Benne Masala Dosa, Set Dosa, Filter Coffee",South Indian,300,1
Bombay Vada Pav Corner,true,false,4.2,84,+91 9019233530,Seshadripuram,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",Street Food,150,2
Bombay Vada Pav Corner,true,false,4.2,84,+91 9019233530,Seshadripuram,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",Street Food,150,3
Kwatlay Rest-O-Cafe,false,false,4.1,184,+91 8043005454,Seshadripuram,Casual Dining,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers","Continental, Cafe, Italian, North Indian",800,4
Kwatlay Rest-O-Cafe,false,false,4.1,184,+91 8043005454,Seshadripuram,Casual Dining,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers","Continental, Cafe, Italian, North Indian",800,5
Kwatlay Rest-O-Cafe,false,false,4.1,184,+91 8043005454,Seshadripuram,Casual Dining,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers","Continental, Cafe, Italian, North Indian",800,6
KittyKo,false,false,4.1,179,080 49653369,Seshadripuram,"Bar, Lounge",Rooftop Ambience,"Finger Food, Continental","3,000",7
New Samrat Restaurant,false,false,4.1,62,080 23563728,Seshadripuram,Casual Dining,Masala Dosa,"North Indian, South Indian, Chinese",450,8
Kwatlay Rest-O-Cafe,false,false,4.1,184,+91 8043005454,Seshadripuram,Casual Dining,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers","Continental, Cafe, Italian, North Indian",800,9
KittyKo,false,false,4.1,181,080 49653369,Seshadripuram,"Bar, Lounge",Rooftop Ambience,"Finger Food, Continental","3,000",10
KittyKo,false,false,4.1,181,080 49653369,Seshadripuram,"Bar, Lounge",Rooftop Ambience,"Finger Food, Continental","3,000",11
Bombay Vada Pav Corner,true,false,4.1,84,+91 9019233530,Seshadripuram,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Samosa Pav",Street Food,150,12
New Samrat Restaurant,false,false,4.1,62,080 23563728,Seshadripuram,Casual Dining,Masala Dosa,"North Indian, South Indian, Chinese",450,13
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,14
24/7 - The Lalit Ashok Bangalore,false,true,4.0,344,080 49652679,Seshadripuram,Fine Dining,"Salads, Breakfast Buffet, Rasmalai, Sunday Brunch, Omelette, Biryani, Pancakes","Continental, North Indian, Italian, Chinese","3,000",15
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,16
24/7 - The Lalit Ashok Bangalore,false,true,4.0,344,080 49652679,Seshadripuram,Fine Dining,"Salads, Breakfast Buffet, Rasmalai, Sunday Brunch, Omelette, Biryani, Pancakes","Continental, North Indian, Italian, Chinese","3,000",17
Sanman,false,false,4.0,149,080 23562731,Seshadripuram,Casual Dining,"Rava Dosa, Filter Coffee, Masala Dosa, Pongal, Rava Idli, Vada","North Indian, South Indian, Fast Food, Chinese",700,18
OKO - The Lalit Ashok Bangalore,false,true,4.0,207,080 49652945,Seshadripuram,Fine Dining,"Spring Roll, Sushi, Noodles, Rolls, Wine, Fish, Sea Food","Japanese, Asian","2,200",19
Baluchi - The Lalit Ashok Bangalore,false,true,4.0,134,080 49652672,Seshadripuram,Fine Dining,"Tandoori Chicken, Nalli Nihari, Rose Kulfi, Roti, Biryani, Raita, Thali","North Indian, Kashmiri, Mughlai","3,700",20
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,21
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,22
Mama Mia!,true,false,4.0,112,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,23
Sanman,false,false,4.0,151,080 23562731,Seshadripuram,Casual Dining,"Rava Dosa, Filter Coffee, Masala Dosa, Pongal, Rava Idli, Vada","North Indian, South Indian, Fast Food, Chinese",700,24
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,25
Sagar,true,false,4.0,152,+91 9900091999,Seshadripuram,Casual Dining,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",North Indian,600,26
Mama Mia!,true,false,4.0,112,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,27
Mama Mia!,true,false,3.9,111,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,28
Mama Mia!,true,false,3.9,111,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,29
Mama Mia!,true,false,3.9,111,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,30
Mama Mia!,true,false,3.9,111,+91 9845017717,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,31
Sutra - The Lalit Ashok Bangalore,false,false,3.8,273,080 49652920,Seshadripuram,Lounge,Cocktails,"Continental, Chinese","2,200",32
Sutra - The Lalit Ashok Bangalore,false,false,3.8,273,080 49652920,Seshadripuram,Lounge,Cocktails,"Continental, Chinese","2,200",33
Red Onion,true,true,4.3,548,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",1
Red Onion,true,true,4.3,550,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",2
Red Onion,true,true,4.3,550,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",3
Red Onion,true,true,4.3,560,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",4
Plan B,false,false,4.2,2020,+91 8880022737,Shanti Nagar,"Casual Dining, Pub","Chicken Wings, Burgers, Beer, Cocktails, Mocktails, Nachos, Chips","American, Finger Food, BBQ, Steak","1,200",5
Red Onion,true,true,4.2,552,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",6
Red Onion,true,true,4.2,552,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",7
The Bangalore Cafe,false,true,4.2,478,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,8
The Bangalore Cafe,false,true,4.2,478,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,9
Red Onion,true,true,4.2,552,+91 8867253669,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab","1,200",10
Plan B,false,false,4.2,2022,+91 8880022737,Shanti Nagar,"Casual Dining, Pub","Chicken Wings, Burgers, Beer, Cocktails, Mocktails, Nachos, Chips","American, Finger Food, BBQ, Steak","1,200",11
The Bangalore Cafe,true,true,4.2,508,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,12
The Bangalore Cafe,true,true,4.2,508,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,13
The Bangalore Cafe,true,true,4.2,508,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,14
Plan B,false,false,4.2,2028,+91 8880022737,Shanti Nagar,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","American, Finger Food, BBQ, Steak","1,200",15
Plan B,false,false,4.2,2029,+91 8880022737,Shanti Nagar,"Casual Dining, Pub","Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","American, Finger Food, BBQ, Steak","1,200",16
The Bangalore Cafe,true,true,4.2,515,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,17
The Bangalore Cafe,true,true,4.2,515,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,18
The Bangalore Cafe,true,true,4.2,515,080 49653314,Shanti Nagar,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800,19
